,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium,Name,Category,Food_category,Vegan_cat,count,portion,vegan_score,vegan_score_2
0,1.0,0.0,247.00000000000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,66.0,32.0,30.0,19.0,0.0,agar agar,Various/Gelling and binding agents,Other,vegan,8,100.0,30.15,6.36
1,0.0,14.499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agave syrup,Sweets/Sugar and sweeteners,Sweets,vegan,3,50.0,0.0,0.0
2,174.0,3.0,35.0,51.0,0.0,15.0,85.0,9.0,0.0,16.0,19.0,8.0,0.0,0.0,225.99999999999997,18.0,0.0,27.0,77.0,22.0,41.0,4.0,almond,"Nuts, seeds and oleaginous fruit",Nuts and seeds,vegan,17,100.0,35.43,7.48
3,175.0,4.0,36.0,51.0,0.0,8.0,109.00000000000001,10.0,0.0,30.0,18.0,5.0,0.0,0.0,199.0,18.0,15.0,27.0,90.0,25.0,41.0,3.0,almond dry roasted salted,"Savoury snacks/Salted nuts, seeds and kernels",Nuts and seeds,vegan,17,100.0,36.18,7.64
4,184.0,3.0,35.0,51.0,0.0,9.0,71.0,9.0,0.0,31.0,9.0,4.0,0.0,0.0,216.0,17.0,22.0,24.0,87.0,22.0,39.0,3.0,almond roasted salted,"Savoury snacks/Salted nuts, seeds and kernels",Nuts and seeds,vegan,17,100.0,34.17,7.21
5,7.000000000000001,7.000000000000001,12.0,10.0,0.0,2.0,5.0,8.0,0.0,3.0,5.0,5.0,1.0,0.0,3.0,4.0,0.0,6.0,27.0,20.0,15.0,0.0,amaranth seed cooked ,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,11,100.0,12.81,2.7
6,23.0,23.0,37.0,32.0,0.0,8.0,17.0,38.0,0.0,10.0,21.0,16.0,4.0,0.0,10.0,12.0,0.0,16.0,81.0,60.0,46.0,0.0,amaranth seed raw,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,18,100.0,38.69,8.17
7,43.0,31.0,9.0,17.0,0.0,4.0,28.999999999999996,2.0,0.0,4.0,5.0,2.0,0.0,0.0,56.00000000000001,6.0,3.0,7.000000000000001,20.0,6.0,10.0,4.0,amaretti ,Sweets/Cookies/Biscuits,Pastries and cakes,not_vegan,13,100.0,10.05,2.12
8,71.0,0.0,0.0,40.0,1.0,3.0,17.0,20.0,392.0,24.0,4.0,8.0,0.0,6.0,46.0,5.0,515.0,22.0,55.00000000000001,14.000000000000002,16.0,0.0,anchovis paste,Various/Spreads,Fish,not_vegan,17,100.0,23.12,5.25
9,38.0,0.0,0.0,66.0,19.0,4.0,45.0,5.0,32.0,1.0,5.0,9.0,0.0,2.0,3.0,3.0,54.0,109.00000000000001,12.0,1.0,31.0,0.0,appenzeller at least  fidm,Milk and dairy products/Hard cheese,Dairy product,not_vegan,13,100.0,52.01,12.09
10,106.0,0.0,0.0,49.0,52.0,4.0,33.0,5.0,26.0,1.0,5.0,6.0,0.0,2.0,8.0,2.0,41.0,74.0,9.0,2.0,50.0,0.0,appenzeller at least  fidm,Milk and dairy products/Hard cheese,Dairy product,not_vegan,14,100.0,43.97,12.14
11,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,8.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,apple juice,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,Fruit,vegan,1,100.0,0.75,0.16
12,20.0,7.000000000000001,6.0,5.0,8.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,14.000000000000002,3.0,6.0,2.0,3.0,3.0,4.0,0.0,apple pie homemade baked ,"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",Prepared dishes,dishes_not_vegan,9,100.0,3.52,1.27
13,22.0,7.000000000000001,6.0,5.0,9.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,15.0,3.0,7.000000000000001,2.0,2.0,2.0,2.0,0.0,apple pie homemade baked ,"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",Prepared dishes,dishes_not_vegan,9,100.0,2.76,1.17
14,1.0,5.0,7.000000000000001,1.0,0.0,2.0,1.0,3.0,0.0,1.0,4.0,2.0,7.000000000000001,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,apple fresh,Fruit/Fresh fruit,Fruit,vegan,2,100.0,0.75,0.16
15,7.000000000000001,25.0,31.0,3.0,0.0,5.0,4.0,9.0,0.0,4.0,7.000000000000001,5.0,4.0,0.0,15.0,13.0,1.0,2.0,10.0,13.0,8.0,0.0,apple peeled dried,Fruit/Dried fruit,Fruit,vegan,12,100.0,6.53,1.38
16,1.0,5.0,7.000000000000001,1.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,4.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,apple stewed drained ,Fruit/Cooked fruit (incl. cans),Fruit,vegan,2,100.0,1.01,0.21
17,1.0,8.0,6.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,applesauce sweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,2,100.0,0.75,0.16
18,1.0,5.0,7.000000000000001,1.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,applesauce unsweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,1,100.0,0.75,0.16
19,19.0,7.000000000000001,6.0,6.0,23.0,4.0,5.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,15.0,6.0,6.0,2.0,4.0,4.0,4.0,0.0,apricot pie homemade baked ,"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",Prepared dishes,dishes_not_vegan,12,100.0,4.02,2.17
20,21.0,7.000000000000001,6.0,6.0,25.0,4.0,5.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,16.0,6.0,7.000000000000001,2.0,3.0,3.0,2.0,0.0,apricot pie homemade baked ,"Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",Prepared dishes,dishes_not_vegan,12,100.0,3.27,2.12
21,2.0,24.0,28.000000000000004,6.0,30.0,1.0,5.0,12.0,0.0,26.0,3.0,11.0,2.0,0.0,46.0,34.0,1.0,8.0,16.0,9.0,5.0,0.0,apricot dried,Fruit/Dried fruit,Fruit,vegan,15,100.0,7.04,3.08
22,0.0,4.0,7.000000000000001,2.0,27.0,3.0,4.0,4.0,0.0,3.0,2.0,3.0,5.0,0.0,6.0,8.0,0.0,2.0,3.0,3.0,1.0,0.0,apricot raw,Fruit/Fresh fruit,Fruit,vegan,5,100.0,2.01,1.86
23,0.0,4.0,7.000000000000001,2.0,26.0,2.0,4.0,4.0,0.0,3.0,1.0,3.0,3.0,0.0,7.000000000000001,6.0,0.0,2.0,3.0,3.0,2.0,0.0,apricot stewed drained  ,Fruit/Cooked fruit (incl. cans),Fruit,vegan,5,100.0,2.26,1.86
24,0.0,8.0,6.0,1.0,9.0,3.0,4.0,4.0,0.0,4.0,1.0,4.0,3.0,0.0,4.0,6.0,0.0,1.0,3.0,3.0,1.0,0.0,apricot sweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,5,100.0,1.51,0.8
25,0.0,4.0,7.000000000000001,2.0,9.0,3.0,5.0,4.0,0.0,5.0,1.0,4.0,4.0,0.0,4.0,7.000000000000001,0.0,2.0,3.0,3.0,1.0,0.0,apricot unsweetened canned,Fruit/Cooked fruit (incl. cans),Fruit,vegan,4,100.0,2.01,0.9
26,2.0,1.0,11.0,4.0,0.0,2.0,3.0,2.0,0.0,3.0,18.0,2.0,13.0,2.0,9.0,4.0,21.0,2.0,6.0,3.0,4.0,33.0,artichoke heart canned drained,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100.0,3.27,0.8
27,1.0,1.0,6.0,4.0,2.0,13.0,12.0,5.0,0.0,9.0,25.0,3.0,16.0,0.0,14.000000000000002,7.000000000000001,0.0,2.0,6.0,6.0,5.0,0.0,asparagus raw,Vegetables/Fresh vegetables,Vegetables,vegan,10,100.0,4.27,1.01
28,1.0,1.0,5.0,4.0,2.0,10.0,11.0,4.0,0.0,7.000000000000001,15.0,3.0,12.0,0.0,14.000000000000002,6.0,0.0,2.0,5.0,5.0,5.0,0.0,asparagus steamed ,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,7,100.0,4.02,0.95
29,47.0,0.0,10.0,4.0,1.0,6.0,15.0,14.000000000000002,0.0,17.0,10.0,14.000000000000002,7.000000000000001,0.0,15.0,13.0,0.0,2.0,11.0,7.000000000000001,8.0,0.0,avocado fresh,"Nuts, seeds and oleaginous fruit;Vegetables/Fresh vegetables",Fruit,vegan,16,100.0,5.28,1.17
30,92.0,0.0,0.0,36.0,1.0,62.0,13.0,16.0,9.0,34.0,1.0,10.0,26.0,3.0,2.0,7.000000000000001,75.0,1.0,5.0,3.0,25.0,18.0,bacon for cooking,Sausages and cold meats/Raw sausage products,Meat,not_vegan,16,100.0,16.33,3.66
31,113.99999999999999,0.0,0.0,44.0,1.0,56.00000000000001,13.0,21.0,12.0,57.99999999999999,0.0,18.0,9.0,8.0,0.0,10.0,101.0,0.0,7.000000000000001,0.0,28.999999999999996,16.0,bacon raw,Sausages and cold meats/Raw sausage products,Meat,not_vegan,18,100.0,18.34,4.35
32,3.0,20.0,10.0,18.0,0.0,12.0,3.0,6.0,0.0,5.0,3.0,4.0,0.0,0.0,2.0,4.0,44.0,1.0,7.000000000000001,6.0,9.0,5.0,baguette,"Bread, flakes and breakfast cereals/Bread and bread products",Cereal,vegan,11,100.0,8.54,1.8
33,0.1,0.5,0.1,0.05,0.0,0.1,0.05,6.1,0.0,0.05,0.1,0.05,0.05,0.1,0.0,0.2,0.1,0.1,0.2,0.35,0.05,1.65,balsamic vinegar,"Various/Salt, spices and flavours",spices and flavours,vegan,6,5.0,0.14,0.03
34,8.0,5.0,3.0,27.0,4.0,12.0,7.000000000000001,10.0,1.0,30.0,1.0,5.0,12.0,2.0,3.0,5.0,27.0,1.0,6.0,5.0,9.0,0.0,bami goreng prepared,Prepared dishes/Asian dishes,Prepared dishes,dishes_not_vegan,13,100.0,10.55,2.55
35,3.0,24.0,18.0,6.0,1.0,10.0,16.0,57.99999999999999,0.0,17.0,11.0,9.0,4.0,0.0,5.0,28.999999999999996,1.0,2.0,28.999999999999996,9.0,8.0,0.0,banana dried,Fruit/Dried fruit,Fruit,vegan,15,100.0,6.28,1.38
36,6.0,32.0,25.0,8.0,4.0,18.0,22.0,0.0,0.0,23.0,0.0,0.0,7.000000000000001,0.0,0.0,37.0,0.0,2.0,35.0,8.0,0.0,0.0,banana dried ,Fruit/Dried fruit,Fruit,vegan,13,100.0,4.52,1.17
37,1.0,8.0,7.000000000000001,2.0,1.0,5.0,3.0,20.0,0.0,5.0,7.000000000000001,4.0,14.000000000000002,0.0,2.0,10.0,0.0,1.0,10.0,3.0,2.0,0.0,banana raw,Fruit/Fresh fruit,Fruit,vegan,7,100.0,2.01,0.48
38,5.0,26.0,34.0,17.0,0.0,20.0,7.000000000000001,21.0,0.0,26.0,6.0,8.0,0.0,0.0,2.0,4.0,0.0,2.0,21.0,13.0,16.0,0.0,barley flakes,"Bread, flakes and breakfast cereals/Flakes, bran and germs",Cereal,vegan,14,100.0,12.06,2.55
39,7.000000000000001,10.0,6.0,7.000000000000001,0.0,5.0,2.0,4.0,0.0,7.000000000000001,2.0,1.0,0.0,0.0,4.0,1.0,23.0,1.0,7.000000000000001,7.000000000000001,9.0,0.0,barley risotto cooked,"Cereal products, pulses and potatoes/Other cereal products",Cereal,vegan,11,100.0,6.03,1.27
40,3.0,2.0,10.0,6.0,57.99999999999999,8.0,28.000000000000004,13.0,0.0,9.0,17.0,3.0,27.0,0.0,8.0,8.0,1.0,25.0,4.0,37.0,9.0,0.0,basil raw,Vegetables/Herbs,Vegetables,vegan,15,100.0,19.35,7.16
41,26.0,30.0,9.0,15.0,0.0,6.0,14.000000000000002,8.0,0.0,5.0,4.0,3.0,1.0,0.0,33.0,4.0,0.0,5.0,13.0,7.000000000000001,9.0,0.0,basler leckerli ,Sweets/Cookies/Biscuits,Pastries and cakes,not_vegan,13,100.0,9.05,1.91
42,7.000000000000001,10.0,84.0,40.0,16.0,45.0,65.0,95.0,0.0,34.0,62.0,36.0,71.0,0.0,8.0,63.0,1.0,54.0,74.0,48.0,31.0,0.0,bean green dried,Vegetables/Dried vegetables,Vegetables,vegan,21,100.0,43.47,10.02
43,1.0,1.0,10.0,4.0,4.0,8.0,9.0,10.0,0.0,6.0,23.0,15.0,17.0,0.0,2.0,6.0,0.0,6.0,9.0,7.000000000000001,4.0,0.0,bean green raw,Vegetables/Fresh vegetables,Vegetables,vegan,12,100.0,5.28,1.33
44,33.0,4.0,1.0,8.0,14.000000000000002,3.0,20.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,20.0,12.0,4.0,1.0,5.0,2.0,béchamel sauce homemade,Various/Sauces,Dairy product,not_vegan,10,100.0,6.53,2.17
45,18.0,0.0,0.0,43.0,1.0,7.000000000000001,14.000000000000002,22.0,71.0,40.0,2.0,11.0,0.0,1.0,4.0,8.0,3.0,0.0,6.0,12.0,56.00000000000001,0.0,beef  raw,Meat and offal/Beef,Meat,not_vegan,15,100.0,27.89,5.99
46,9.0,1.0,2.0,23.0,9.0,1.0,6.0,9.0,12.0,0.0,2.0,6.0,1.0,1.0,6.0,3.0,20.0,1.0,3.0,5.0,28.000000000000004,0.0,beef ragout with sauce prepared,Prepared dishes/Other savoury dishes,Prepared dishes,dishes_not_vegan,12,100.0,14.32,3.55
47,24.0,0.0,0.0,63.0,1.0,2.0,14.000000000000002,28.000000000000004,35.0,0.0,2.0,10.0,0.0,3.0,3.0,7.000000000000001,3.0,1.0,6.0,19.0,95.0,0.0,beef boiling meat lean cooked ,Meat and offal/Beef,Meat,not_vegan,13,100.0,44.72,9.65
48,63.0,0.0,0.0,53.0,1.0,2.0,15.0,23.0,32.0,44.0,2.0,11.0,0.0,2.0,2.0,6.0,3.0,0.0,5.0,12.0,66.0,0.0,beef boiling meat with fat cooked ,Meat and offal/Beef,Meat,not_vegan,13,100.0,32.91,7.1
49,18.0,0.0,0.0,41.0,1.0,4.0,12.0,39.0,35.0,0.0,2.0,12.0,0.0,2.0,2.0,8.0,4.0,0.0,6.0,11.0,61.0,0.0,beef boiling meat lean raw,Meat and offal/Beef,Meat,not_vegan,13,100.0,28.39,6.15
50,55.00000000000001,0.0,0.0,39.0,1.0,4.0,12.0,38.0,35.0,57.99999999999999,2.0,12.0,0.0,2.0,2.0,8.0,4.0,0.0,6.0,8.0,44.0,0.0,beef boiling meat with fat raw,Meat and offal/Beef,Meat,not_vegan,14,100.0,22.86,4.98
51,52.0,0.0,0.0,56.99999999999999,1.0,6.0,22.0,8.0,114.99999999999999,33.0,1.0,9.0,0.0,0.0,4.0,6.0,2.0,1.0,6.0,24.0,100.0,0.0,beef breast cooked ,Meat and offal/Beef,Meat,not_vegan,15,100.0,45.73,9.7
52,42.0,0.0,0.0,38.0,1.0,9.0,16.0,12.0,114.99999999999999,39.0,1.0,9.0,0.0,0.0,4.0,7.000000000000001,3.0,0.0,6.0,15.0,60.0,0.0,beef breast raw,Meat and offal/Beef,Meat,not_vegan,15,100.0,28.39,6.04
53,5.0,0.0,0.0,44.0,1.0,8.0,12.0,19.0,30.0,42.0,2.0,12.0,0.0,2.0,2.0,9.0,3.0,0.0,6.0,9.0,44.0,13.0,beef chopped raw,Meat and offal/Beef,Meat,not_vegan,13,100.0,24.37,5.3
54,15.0,0.0,0.0,60.0,1.0,3.0,11.0,32.0,34.0,46.0,2.0,13.0,0.0,2.0,6.0,7.000000000000001,3.0,1.0,7.000000000000001,11.0,59.0,20.0,beef entrcôte steak pan fried medium ,Meat and offal/Beef,Meat,not_vegan,16,100.0,32.91,7.1
55,15.0,0.0,0.0,46.0,1.0,5.0,9.0,52.0,35.0,42.0,2.0,12.0,0.0,2.0,8.0,9.0,3.0,0.0,6.0,9.0,42.0,15.0,beef entrecôte steak raw,Meat and offal/Beef,Meat,not_vegan,16,100.0,24.37,5.3
56,6.0,0.0,0.0,45.0,1.0,2.0,11.0,45.0,35.0,0.0,2.0,12.0,0.0,2.0,8.0,10.0,3.0,1.0,6.0,7.000000000000001,35.0,13.0,beef eye of round raw,Meat and offal/Beef,Meat,not_vegan,13,100.0,22.11,4.83
57,7.000000000000001,0.0,0.0,55.00000000000001,1.0,8.0,14.000000000000002,9.0,50.0,41.0,4.0,18.0,0.0,0.0,2.0,8.0,3.0,0.0,8.0,19.0,74.0,0.0,beef filet fried in oven medium ,Meat and offal/Beef,Meat,not_vegan,15,100.0,37.19,7.9
58,7.000000000000001,0.0,0.0,44.0,1.0,10.0,12.0,14.000000000000002,50.0,38.0,3.0,17.0,0.0,0.0,2.0,8.0,3.0,0.0,7.000000000000001,15.0,55.00000000000001,0.0,beef filet raw,Meat and offal/Beef,Meat,not_vegan,13,100.0,28.64,6.1
59,13.0,2.0,0.0,41.0,597.0,28.000000000000004,262.0,59.0,1625.0,122.0,73.0,122.0,24.0,8.0,6.0,7.000000000000001,8.0,1.0,5.0,47.0,60.0,0.0,beef liver raw,Meat and offal/Beef,Meat,not_vegan,21,100.0,37.44,39.98
60,30.0,0.0,0.0,65.0,1.0,5.0,15.0,23.0,39.0,41.0,4.0,6.0,0.0,2.0,2.0,7.000000000000001,5.0,1.0,7.000000000000001,20.0,88.0,0.0,beef minced pan fried ,Meat and offal/Beef,Meat,not_vegan,14,100.0,43.72,9.38
61,25.0,0.0,0.0,43.0,1.0,6.0,11.0,32.0,35.0,32.0,3.0,5.0,0.0,2.0,2.0,8.0,4.0,0.0,5.0,13.0,55.00000000000001,0.0,beef minced raw,Meat and offal/Beef,Meat,not_vegan,13,100.0,27.89,6.04
62,30.0,0.0,0.0,42.0,1.0,4.0,12.0,28.999999999999996,35.0,0.0,2.0,12.0,0.0,2.0,2.0,8.0,3.0,0.0,6.0,10.0,62.0,18.0,beef prime rib raw,Meat and offal/Beef,Meat,not_vegan,14,100.0,28.64,6.2
63,27.0,0.0,0.0,39.0,1.0,9.0,17.0,13.0,120.0,43.0,1.0,9.0,0.0,0.0,4.0,8.0,3.0,1.0,6.0,14.000000000000002,71.0,0.0,beef ragout  raw,Meat and offal/Beef,Meat,not_vegan,15,100.0,31.41,6.68
64,4.0,0.0,0.0,42.0,1.0,1.0,11.0,30.0,35.0,0.0,2.0,12.0,0.0,2.0,2.0,9.0,3.0,0.0,6.0,8.0,46.0,10.0,beef ragout raw,Meat and offal/Beef,Meat,not_vegan,11,100.0,24.12,5.25
65,24.0,0.0,0.0,43.0,1.0,66.0,15.0,34.0,25.0,18.0,1.0,6.0,0.0,0.0,2.0,6.0,165.0,3.0,17.0,10.0,14.000000000000002,0.0,beef rib raw,Sausages and cold meats/Cooked sausage products,Meat,not_vegan,16,100.0,17.59,3.76
66,8.0,0.0,0.0,45.0,1.0,9.0,15.0,0.0,55.00000000000001,38.0,3.0,10.0,0.0,0.0,0.0,9.0,3.0,0.0,7.000000000000001,15.0,49.0,10.0,beef round schnitzel raw,Meat and offal/Beef,Meat,not_vegan,13,100.0,27.39,5.83
67,12.0,0.0,0.0,43.0,1.0,9.0,17.0,14.000000000000002,125.0,42.0,1.0,10.0,0.0,0.0,3.0,8.0,3.0,0.0,6.0,12.0,72.0,0.0,beef shoulder  raw,Meat and offal/Beef,Meat,not_vegan,15,100.0,31.91,6.79
68,12.0,0.0,0.0,56.99999999999999,1.0,7.000000000000001,21.0,10.0,130.0,47.0,1.0,11.0,0.0,0.0,2.0,8.0,4.0,0.0,7.000000000000001,16.0,101.0,0.0,beef shoulder medium roast in oven ,Meat and offal/Beef,Meat,not_vegan,15,100.0,43.72,9.28
69,11.0,0.0,0.0,53.0,1.0,7.000000000000001,19.0,9.0,120.0,44.0,1.0,10.0,0.0,0.0,2.0,7.000000000000001,4.0,0.0,7.000000000000001,15.0,92.0,0.0,beef shoulder rare roast in oven ,Meat and offal/Beef,Meat,not_vegan,15,100.0,40.2,8.54
70,14.000000000000002,0.0,0.0,66.0,1.0,8.0,25.0,11.0,151.0,55.00000000000001,1.0,13.0,0.0,0.0,2.0,9.0,5.0,1.0,8.0,19.0,118.0,0.0,beef shoulder well done roast in oven ,Meat and offal/Beef,Meat,not_vegan,15,100.0,51.26,10.87
71,43.0,1.0,0.0,32.0,2.0,13.0,26.0,9.0,125.0,38.0,2.0,33.0,3.0,0.0,2.0,6.0,5.0,1.0,6.0,20.0,36.0,0.0,beef tongue raw,Meat and offal/Beef,Meat,not_vegan,15,100.0,22.36,4.83
72,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,beer shandy ,Alcoholic beverages/Beer,Alcoholic beverages,vegan,0,100.0,0.25,0.05
73,0.0,1.0,1.0,1.0,0.0,0.0,4.0,6.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,beer five grain,Alcoholic beverages/Beer,Alcoholic beverages,vegan,2,100.0,0.25,0.05
74,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,beer lager,Alcoholic beverages/Beer,Alcoholic beverages,vegan,1,100.0,0.25,0.05
75,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,beer nonalcoholic,Alcoholic beverages/Beer,Alcoholic beverages,vegan,1,100.0,25.38,5.36
76,0.0,3.0,8.0,3.0,0.0,2.0,4.0,3.0,0.0,2.0,28.000000000000004,2.0,6.0,0.0,0.0,10.0,4.0,2.0,7.000000000000001,6.0,5.0,0.0,beetroot raw,Vegetables/Fresh vegetables,Vegetables,vegan,6,100.0,4.02,0.85
77,0.0,4.0,10.0,4.0,0.0,2.0,5.0,3.0,0.0,2.0,21.0,3.0,6.0,0.0,0.0,11.0,4.0,2.0,7.000000000000001,7.000000000000001,5.0,0.0,beetroot steamed ,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,6,100.0,4.52,0.95
78,1.0,1.0,7.000000000000001,2.0,3.0,2.0,1.0,20.0,0.0,1.0,10.0,2.0,145.0,0.0,7.000000000000001,4.0,0.0,1.0,2.0,2.0,2.0,0.0,bell pepper green raw,Vegetables/Fresh vegetables,Vegetables,vegan,5,100.0,1.76,0.53
79,1.0,1.0,8.0,2.0,4.0,2.0,1.0,21.0,0.0,1.0,8.0,2.0,139.0,0.0,9.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,bell pepper green stewed ,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,5,100.0,1.76,0.58
80,1.0,2.0,7.000000000000001,2.0,12.0,3.0,3.0,19.0,0.0,8.0,9.0,3.0,158.0,0.0,6.0,4.0,0.0,1.0,4.0,3.0,4.0,0.0,bell pepper red raw,Vegetables/Fresh vegetables,Vegetables,vegan,8,100.0,2.51,1.17
81,1.0,3.0,8.0,2.0,14.000000000000002,3.0,3.0,19.0,0.0,8.0,7.000000000000001,3.0,152.0,0.0,8.0,4.0,0.0,1.0,4.0,3.0,4.0,0.0,bell pepper red stewed ,Vegetables/Cooked vegetables (incl. cans),Vegetables,vegan,8,100.0,2.51,1.27
82,43.0,18.0,7.000000000000001,17.0,18.0,5.0,9.0,7.000000000000001,0.0,4.0,5.0,6.0,0.0,5.0,6.0,3.0,17.0,4.0,5.0,9.0,11.0,0.0,berliner pastry,Sweets/Other sweet pastries,Pastries and cakes,not_vegan,15,100.0,10.3,3.39
83,128.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,92.0,0.0,0.0,0.0,0.0,bernese alp cheese,Milk and dairy products/Hard cheese,Dairy product,not_vegan,6,100.0,36.68,7.74
84,137.0,0.0,0.0,60.0,0.0,0.0,51.0,0.0,21.0,0.0,0.0,7.000000000000001,0.0,4.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,bernese cheese for slicing,Milk and dairy products/Hard cheese,Dairy product,not_vegan,8,100.0,15.08,3.39
85,98.0,0.0,0.0,35.0,1.0,53.0,18.0,22.0,65.0,41.0,1.0,9.0,0.0,0.0,4.0,6.0,41.0,0.0,6.0,9.0,30.0,0.0,bernese tongue sausage,Sausages and cold meats/Boiled sausage products,Meat,not_vegan,16,100.0,18.59,3.98
86,2.0,2.0,8.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,2.0,23.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,berries  cooked ,Fruit/Cooked fruit (incl. cans),Fruit,vegan,2,100.0,2.01,0.42
87,2.0,3.0,9.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,10.0,3.0,55.00000000000001,0.0,3.0,4.0,0.0,2.0,4.0,3.0,1.0,0.0,berries  raw,Fruit/Fresh fruit,Fruit,vegan,3,100.0,2.01,0.42
88,19.0,26.0,10.0,16.0,1.0,8.0,11.0,8.0,2.0,4.0,3.0,4.0,1.0,0.0,21.0,4.0,0.0,5.0,10.0,9.0,10.0,4.0,biber ,Sweets/Other sweet pastries,Pastries and cakes,not_vegan,14,100.0,10.05,2.17
89,85.0,0.0,0.0,31.0,1.0,23.0,15.0,9.0,38.0,22.0,1.0,5.0,0.0,0.0,4.0,3.0,38.0,0.0,4.0,8.0,26.0,0.0,bierwurst ,Sausages and cold meats/Boiled sausage products,Meat,not_vegan,13,100.0,16.33,3.5
90,11.0,4.0,6.0,5.0,2.0,5.0,8.0,4.0,2.0,2.0,4.0,4.0,5.0,0.0,5.0,4.0,1.0,6.0,6.0,3.0,5.0,0.0,birchermüesli prepared ,Prepared dishes/Muesli and pudding,Prepared dishes,dishes_not_vegan,6,100.0,4.77,1.11
91,35.0,23.0,25.0,10.0,12.0,8.0,6.0,6.0,0.0,6.0,5.0,4.0,2.0,1.0,9.0,8.0,19.0,6.0,10.0,13.0,10.0,0.0,birnenweggen pastry with pear,Sweets/Other sweet pastries,Pastries and cakes,not_vegan,19,100.0,9.8,2.76
92,54.0,9.0,3.0,8.0,26.0,3.0,9.0,3.0,0.0,2.0,2.0,5.0,1.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,6.0,0.0,black forest cake,Sweets/Cakes and tarts,Pastries and cakes,not_vegan,10,100.0,6.03,2.92
93,36.0,1.0,0.0,20.0,5.0,5.0,11.0,14.000000000000002,27.0,3.0,1.0,6.0,1.0,0.0,1.0,4.0,53.0,6.0,4.0,200.0,20.0,0.0,black pudding,Sausages and cold meats/Cooked sausage products,Dairy product,not_vegan,13,100.0,61.81,13.31
94,1.0,1.0,61.0,3.0,1.0,14.000000000000002,4.0,6.0,0.0,3.0,13.0,3.0,5.0,0.0,25.0,8.0,0.0,5.0,7.000000000000001,22.0,2.0,0.0,black salsify raw,Vegetables/Fresh vegetables,Vegetables,vegan,8,100.0,8.04,1.75
